psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
295_7_1,0,0,1,0,0,0,0,0,0,0
807_11_3,0,0,0,0,1,0,0,0,0,0
237_5_2,0,0,1,0,0,0,0,0,0,0
729_7_1,0,0,0,0,1,0,0,0,0,0
436_2_1,0,0,1,0,0,0,0,0,0,0
689_8_1,0,0,0,0,1,0,0,0,0,0
134_8_2,0,0,0,1,0,0,0,0,0,0
90_8_1,0,0,0,0,0,1,0,0,0,0
189_2_1,0,0,0,0,0,1,0,0,0,0
84_7_1,0,0,0,1,0,0,0,0,0,0
666_8_1,0,0,1,0,0,0,0,0,0,0
448_6_1,0,0,0,0,0,0,0,1,0,0
113_2_2,0,0,0,0,1,0,0,0,0,0
671_2_1,0,0,0,1,0,0,0,0,0,0
316_5_1,0,0,0,1,0,0,0,0,0,0
456_10_1,0,0,0,0,0,1,0,0,0,0
297_5_2,0,0,0,0,1,0,0,0,0,0
665_7_1,0,0,1,0,0,0,0,0,0,0
329_7_1,0,0,1,0,0,0,0,0,0,0
468_12_1,0,0,0,0,0,1,0,0,0,0
701_4_2,0,0,0,0,1,0,0,0,0,0
290_10_1,1,0,0,0,0,0,0,0,0,0
635_9_1,0,0,0,0,1,0,0,0,0,0
235_3_2,0,0,0,1,0,0,0,0,0,0
222_2_1,0,0,1,0,0,0,0,0,0,0
605_9_1,0,0,1,0,0,0,0,0,0,0
542_2_1,1,0,0,0,0,0,0,0,0,0
249_1_1,0,0,0,0,1,0,0,0,0,0
655_3_1,0,1,0,0,0,0,0,0,0,0
669_4_1,0,0,0,1,0,0,0,0,0,0
408_5_1,0,0,0,0,0,0,0,1,0,0
271_5_2,0,0,0,0,0,1,0,0,0,0
92_4_1,0,0,0,0,1,0,0,0,0,0
606_1_1,0,0,1,0,0,0,0,0,0,0
441_1_1,0,0,1,0,0,0,0,0,0,0
326_6_1,0,0,1,0,0,0,0,0,0,0
157_10_2,0,0,1,0,0,0,0,0,0,0
264_3_1,0,0,0,0,1,0,0,0,0,0
389_7_1,0,0,0,1,0,0,0,0,0,0
714_3_2,0,0,0,1,0,0,0,0,0,0
113_4_1,0,0,0,0,0,0,1,0,0,0
54_7_1,0,0,0,1,0,0,0,0,0,0
574_10_1,0,0,0,0,1,0,0,0,0,0
754_11_2,0,0,0,0,1,0,0,0,0,0
652_4_1,0,0,1,0,0,0,0,0,0,0
754_6_2,0,0,0,0,0,1,0,0,0,0
153_8_1,0,0,0,0,0,1,0,0,0,0
820_3_1,0,0,0,0,1,0,0,0,0,0
646_4_2,0,0,0,0,0,1,0,0,0,0
442_6_1,0,0,0,1,0,0,0,0,0,0
382_3_1,1,0,0,0,0,0,0,0,0,0
138_1_2,0,0,0,0,1,0,0,0,0,0
260_4_1,0,0,0,0,0,1,0,0,0,0
791_5_1,0,0,0,0,0,1,0,0,0,0
507_2_1,0,0,0,0,1,0,0,0,0,0
703_6_2,0,0,0,1,0,0,0,0,0,0
224_5_1,0,0,1,0,0,0,0,0,0,0
604_2_1,0,0,0,1,0,0,0,0,0,0
536_5_1,0,0,1,0,0,0,0,0,0,0
350_9_1,0,0,0,1,0,0,0,0,0,0
25_1_2,0,0,0,0,1,0,0,0,0,0
472_1_1,0,0,0,0,0,1,0,0,0,0
141_9_1,0,0,0,0,0,1,0,0,0,0
299_6_1,1,0,0,0,0,0,0,0,0,0
493_6_1,0,0,0,0,0,1,0,0,0,0
299_7_1,0,0,0,0,1,0,0,0,0,0
39_1_1,0,0,0,1,0,0,0,0,0,0
307_1_1,0,0,0,0,0,0,0,1,0,0
162_5_1,0,0,0,1,0,0,0,0,0,0
9_7_1,0,0,0,1,0,0,0,0,0,0
332_8_1,0,0,1,0,0,0,0,0,0,0
433_7_1,0,0,0,1,0,0,0,0,0,0
597_8_1,0,0,0,1,0,0,0,0,0,0
104_8_1,0,0,0,0,1,0,0,0,0,0
783_2_1,0,0,0,1,0,0,0,0,0,0
183_1_1,0,0,0,0,0,0,1,0,0,0
501_6_1,0,0,1,0,0,0,0,0,0,0
30_7_1,0,0,0,1,0,0,0,0,0,0
12_5_2,0,0,1,0,0,0,0,0,0,0
308_4_1,0,0,0,1,0,0,0,0,0,0
388_6_1,0,0,1,0,0,0,0,0,0,0
820_7_1,0,0,0,0,0,0,1,0,0,0
790_1_1,0,0,0,0,1,0,0,0,0,0
348_4_2,0,0,1,0,0,0,0,0,0,0
476_5_1,0,0,1,0,0,0,0,0,0,0
755_2_1,0,0,0,1,0,0,0,0,0,0
126_2_1,0,0,0,0,0,1,0,0,0,0
800_1_1,0,0,1,0,0,0,0,0,0,0
313_4_1,0,0,0,0,1,0,0,0,0,0
407_12_2,0,0,0,0,0,0,0,1,0,0
192_6_1,0,0,0,1,0,0,0,0,0,0
493_3_1,0,0,0,0,1,0,0,0,0,0
52_4_1,0,0,0,0,1,0,0,0,0,0
448_4_1,0,0,0,0,0,0,0,1,0,0
800_8_1,0,0,1,0,0,0,0,0,0,0
742_5_1,0,0,0,1,0,0,0,0,0,0
429_2_1,0,0,0,0,0,1,0,0,0,0
627_1_1,1,0,0,0,0,0,0,0,0,0
760_9_1,1,0,0,0,0,0,0,0,0,0
635_1_2,0,0,1,0,0,0,0,0,0,0
392_5_1,0,0,1,0,0,0,0,0,0,0
80_2_1,0,0,1,0,0,0,0,0,0,0
63_3_1,0,0,0,0,0,0,1,0,0,0
507_1_1,0,1,0,0,0,0,0,0,0,0
91_1_1,0,1,0,0,0,0,0,0,0,0
464_9_1,0,0,0,0,0,1,0,0,0,0
95_6_1,0,0,0,1,0,0,0,0,0,0
282_8_1,0,0,0,0,0,0,1,0,0,0
293_3_1,0,1,0,0,0,0,0,0,0,0
459_2_1,0,0,0,0,0,1,0,0,0,0
480_10_1,0,0,0,1,0,0,0,0,0,0
833_2_2,0,0,0,0,1,0,0,0,0,0
75_5_1,0,0,1,0,0,0,0,0,0,0
592_2_1,0,0,1,0,0,0,0,0,0,0
134_5_2,0,0,1,0,0,0,0,0,0,0
243_11_1,0,0,0,0,1,0,0,0,0,0
206_9_1,0,0,0,0,0,1,0,0,0,0
731_10_1,0,0,0,0,0,0,0,1,0,0
213_5_1,0,0,0,0,1,0,0,0,0,0
668_6_3,0,0,0,0,1,0,0,0,0,0
441_5_1,0,0,0,1,0,0,0,0,0,0
11_7_1,0,0,0,1,0,0,0,0,0,0
301_1_1,0,0,0,1,0,0,0,0,0,0
597_1_1,0,0,0,0,0,1,0,0,0,0
129_8_1,0,0,1,0,0,0,0,0,0,0
340_6_1,0,0,1,0,0,0,0,0,0,0
594_5_2,0,0,0,1,0,0,0,0,0,0
269_2_1,0,0,0,1,0,0,0,0,0,0
520_9_1,0,0,0,0,0,0,0,1,0,0
151_1_2,0,0,0,0,1,0,0,0,0,0
254_3_1,0,0,0,0,1,0,0,0,0,0
78_6_1,0,0,1,0,0,0,0,0,0,0
758_5_2,0,0,0,1,0,0,0,0,0,0
71_7_1,0,0,0,0,1,0,0,0,0,0
230_7_1,0,0,0,1,0,0,0,0,0,0
167_7_3,0,0,0,0,0,1,0,0,0,0
334_2_1,0,0,0,0,0,1,0,0,0,0
793_8_1,0,0,0,0,0,1,0,0,0,0
263_5_1,0,0,0,0,0,1,0,0,0,0
330_3_1,0,1,0,0,0,0,0,0,0,0
294_2_1,0,0,0,0,0,1,0,0,0,0
678_7_3,0,0,0,1,0,0,0,0,0,0
212_1_1,0,0,0,1,0,0,0,0,0,0
94_2_1,0,0,0,1,0,0,0,0,0,0
274_5_1,0,0,0,0,1,0,0,0,0,0
25_4_3,0,0,0,1,0,0,0,0,0,0
474_4_1,0,0,0,0,1,0,0,0,0,0
294_9_1,0,0,0,0,1,0,0,0,0,0
548_5_2,0,0,0,0,0,0,0,1,0,0
101_3_1,0,0,0,0,1,0,0,0,0,0
810_7_1,0,0,0,0,0,1,0,0,0,0
537_8_1,0,0,0,0,0,0,0,1,0,0
812_7_2,0,0,0,1,0,0,0,0,0,0
696_1_1,0,0,0,0,1,0,0,0,0,0
81_5_1,0,0,0,1,0,0,0,0,0,0
736_11_1,0,0,0,0,1,0,0,0,0,0
624_5_2,0,0,0,1,0,0,0,0,0,0
365_5_1,0,0,1,0,0,0,0,0,0,0
633_2_2,0,1,0,0,0,0,0,0,0,0
16_1_1,0,0,0,1,0,0,0,0,0,0
223_2_1,0,0,0,0,0,0,1,0,0,0
453_2_1,0,0,0,1,0,0,0,0,0,0
713_5_1,0,0,0,0,0,1,0,0,0,0
268_1_1,0,0,1,0,0,0,0,0,0,0
831_3_2,0,0,1,0,0,0,0,0,0,0
651_4_1,1,0,0,0,0,0,0,0,0,0
17_7_1,0,0,0,0,0,1,0,0,0,0
736_2_1,0,0,0,0,1,0,0,0,0,0
379_3_1,0,0,0,0,0,0,0,1,0,0
756_10_2,0,0,0,0,1,0,0,0,0,0
8_8_1,0,0,0,1,0,0,0,0,0,0
542_7_1,0,0,0,0,0,1,0,0,0,0
741_8_4,0,0,0,0,1,0,0,0,0,0
388_7_1,0,0,1,0,0,0,0,0,0,0
613_8_1,0,1,0,0,0,0,0,0,0,0
85_8_1,0,0,0,0,0,1,0,0,0,0
417_8_1,0,1,0,0,0,0,0,0,0,0
93_7_1,0,0,0,0,0,1,0,0,0,0
152_5_2,0,0,0,0,0,1,0,0,0,0
272_4_1,0,0,0,0,0,1,0,0,0,0
411_8_1,0,0,0,1,0,0,0,0,0,0
568_6_1,0,0,0,0,0,0,1,0,0,0
71_8_1,0,1,0,0,0,0,0,0,0,0
235_2_2,0,0,0,1,0,0,0,0,0,0
803_2_1,0,0,0,1,0,0,0,0,0,0
215_7_1,0,0,1,0,0,0,0,0,0,0
175_1_2,0,0,0,1,0,0,0,0,0,0
625_8_1,1,0,0,0,0,0,0,0,0,0
554_3_3,0,0,0,1,0,0,0,0,0,0
62_2_2,0,0,0,0,1,0,0,0,0,0
447_7_1,0,0,0,0,0,1,0,0,0,0
87_3_1,0,0,0,1,0,0,0,0,0,0
687_7_1,0,0,0,0,0,1,0,0,0,0
76_3_1,0,0,1,0,0,0,0,0,0,0
239_9_2,0,0,0,0,1,0,0,0,0,0
477_1_1,0,0,0,1,0,0,0,0,0,0
344_6_1,0,0,1,0,0,0,0,0,0,0
589_10_1,1,0,0,0,0,0,0,0,0,0
149_5_3,0,0,0,0,1,0,0,0,0,0
35_3_1,0,0,0,0,0,1,0,0,0,0
442_8_1,0,0,1,0,0,0,0,0,0,0
171_3_1,0,0,0,0,0,0,1,0,0,0
327_5_1,0,0,0,1,0,0,0,0,0,0
191_9_2,0,0,1,0,0,0,0,0,0,0
559_4_1,0,0,0,1,0,0,0,0,0,0
337_2_2,0,0,0,0,1,0,0,0,0,0
488_5_1,0,0,0,0,0,0,1,0,0,0
611_5_1,0,1,0,0,0,0,0,0,0,0
357_5_1,0,0,0,1,0,0,0,0,0,0
784_5_1,0,0,0,0,0,0,1,0,0,0
466_2_1,0,1,0,0,0,0,0,0,0,0
119_2_1,0,0,0,0,0,0,1,0,0,0
743_10_2,1,0,0,0,0,0,0,0,0,0
282_4_1,0,0,0,0,0,0,0,1,0,0
423_5_2,0,0,1,0,0,0,0,0,0,0
387_5_1,0,1,0,0,0,0,0,0,0,0
339_3_2,0,0,0,0,1,0,0,0,0,0
294_4_2,0,0,0,1,0,0,0,0,0,0
9_5_1,0,0,0,1,0,0,0,0,0,0
818_4_1,0,0,0,1,0,0,0,0,0,0
591_9_1,1,0,0,0,0,0,0,0,0,0
200_8_2,0,0,0,0,0,1,0,0,0,0
369_9_3,0,0,0,1,0,0,0,0,0,0
463_4_1,0,0,0,1,0,0,0,0,0,0
539_6_1,0,0,0,0,0,0,1,0,0,0
188_11_1,0,0,0,0,0,1,0,0,0,0
347_5_1,0,0,1,0,0,0,0,0,0,0
19_7_2,0,0,1,0,0,0,0,0,0,0
571_3_1,0,0,0,0,0,1,0,0,0,0
261_10_1,0,0,0,0,1,0,0,0,0,0
773_6_1,0,0,0,1,0,0,0,0,0,0
283_5_1,0,0,0,0,0,0,0,1,0,0
596_3_1,0,0,0,0,0,1,0,0,0,0
373_8_1,0,0,0,0,1,0,0,0,0,0
316_6_1,0,0,0,1,0,0,0,0,0,0
108_6_2,0,0,0,0,0,1,0,0,0,0
708_10_1,0,0,0,0,1,0,0,0,0,0
475_5_1,0,0,1,0,0,0,0,0,0,0
356_7_1,0,0,0,0,1,0,0,0,0,0
46_9_1,1,0,0,0,0,0,0,0,0,0
180_1_2,0,0,1,0,0,0,0,0,0,0
582_7_2,0,0,0,1,0,0,0,0,0,0
223_4_1,0,0,1,0,0,0,0,0,0,0
499_8_1,0,0,0,0,0,0,0,1,0,0
363_8_1,0,0,0,1,0,0,0,0,0,0
228_3_1,0,0,0,0,1,0,0,0,0,0
531_2_1,0,0,0,0,0,1,0,0,0,0
106_2_1,0,0,0,0,1,0,0,0,0,0
149_7_1,0,0,0,0,0,0,1,0,0,0
22_8_1,1,0,0,0,0,0,0,0,0,0
411_4_1,0,0,0,0,0,0,1,0,0,0
683_6_1,0,0,0,0,1,0,0,0,0,0
262_8_1,0,0,0,1,0,0,0,0,0,0
801_4_1,0,0,0,0,1,0,0,0,0,0
455_5_1,0,1,0,0,0,0,0,0,0,0
414_7_1,0,0,0,0,0,1,0,0,0,0
129_9_1,0,0,0,1,0,0,0,0,0,0
742_3_1,0,0,0,1,0,0,0,0,0,0
38_6_1,0,0,1,0,0,0,0,0,0,0
185_1_1,0,0,0,0,1,0,0,0,0,0
36_4_1,0,0,0,1,0,0,0,0,0,0
510_2_1,0,0,0,0,1,0,0,0,0,0
389_3_1,0,1,0,0,0,0,0,0,0,0
679_6_2,0,0,0,1,0,0,0,0,0,0
227_7_1,0,1,0,0,0,0,0,0,0,0
159_8_1,0,0,0,0,0,1,0,0,0,0
732_4_1,0,0,0,0,0,0,0,0,1,0
731_11_1,0,0,0,0,0,0,1,0,0,0
406_9_2,0,0,0,0,0,1,0,0,0,0
290_5_1,0,1,0,0,0,0,0,0,0,0
252_2_1,0,0,0,1,0,0,0,0,0,0
487_1_1,0,0,1,0,0,0,0,0,0,0
464_11_1,0,0,0,0,1,0,0,0,0,0
759_9_1,0,0,0,0,0,1,0,0,0,0
423_4_1,0,0,0,0,0,1,0,0,0,0
356_8_1,0,0,0,0,1,0,0,0,0,0
13_4_1,0,1,0,0,0,0,0,0,0,0
458_7_1,0,0,0,0,0,1,0,0,0,0
94_1_1,0,0,1,0,0,0,0,0,0,0
828_7_2,0,0,0,1,0,0,0,0,0,0
61_1_2,0,0,0,1,0,0,0,0,0,0
550_3_2,0,0,0,1,0,0,0,0,0,0
810_9_1,0,0,0,0,0,0,0,0,1,0
587_9_2,0,0,0,0,0,1,0,0,0,0
145_7_1,0,0,0,0,0,0,1,0,0,0
180_8_1,1,0,0,0,0,0,0,0,0,0
302_11_1,0,0,0,1,0,0,0,0,0,0
817_9_1,0,0,0,0,0,1,0,0,0,0
51_3_1,0,0,0,0,1,0,0,0,0,0
275_5_1,0,0,0,0,0,1,0,0,0,0
119_8_2,0,0,0,1,0,0,0,0,0,0
259_6_1,0,0,0,1,0,0,0,0,0,0
361_6_1,0,0,0,1,0,0,0,0,0,0
593_5_1,0,0,0,0,0,0,0,1,0,0
84_5_1,0,0,0,0,0,1,0,0,0,0
28_3_1,0,0,0,0,0,1,0,0,0,0
246_4_1,0,0,1,0,0,0,0,0,0,0
335_7_1,0,0,1,0,0,0,0,0,0,0
392_1_2,0,0,0,1,0,0,0,0,0,0
277_11_1,0,0,0,1,0,0,0,0,0,0
453_12_1,0,0,1,0,0,0,0,0,0,0
342_8_1,0,0,0,1,0,0,0,0,0,0
556_8_1,0,0,1,0,0,0,0,0,0,0
575_6_1,0,0,0,0,1,0,0,0,0,0
269_3_1,0,0,0,0,1,0,0,0,0,0
98_3_1,0,0,0,1,0,0,0,0,0,0
723_3_1,0,0,0,0,1,0,0,0,0,0
437_2_1,0,0,0,1,0,0,0,0,0,0
771_5_1,0,0,1,0,0,0,0,0,0,0
494_8_1,0,0,0,0,0,0,0,1,0,0
187_7_1,0,0,1,0,0,0,0,0,0,0
707_7_1,0,1,0,0,0,0,0,0,0,0
521_4_1,0,0,0,0,0,0,1,0,0,0
310_9_1,0,1,0,0,0,0,0,0,0,0
623_8_1,0,0,0,0,0,1,0,0,0,0
575_4_1,0,0,0,0,1,0,0,0,0,0
65_7_4,0,0,0,0,0,0,1,0,0,0
339_5_1,0,0,0,0,0,1,0,0,0,0
604_8_1,0,0,1,0,0,0,0,0,0,0
426_2_1,0,0,0,1,0,0,0,0,0,0
570_4_1,0,1,0,0,0,0,0,0,0,0
812_11_2,0,0,0,1,0,0,0,0,0,0
644_4_1,0,0,0,0,1,0,0,0,0,0
414_1_1,0,0,0,0,1,0,0,0,0,0
72_1_1,0,0,0,0,0,0,1,0,0,0
46_1_1,0,1,0,0,0,0,0,0,0,0
638_1_2,0,0,0,0,0,1,0,0,0,0
617_4_1,0,0,0,0,1,0,0,0,0,0
337_5_1,0,0,0,0,0,1,0,0,0,0
95_8_1,0,0,0,0,0,1,0,0,0,0
760_2_4,0,0,1,0,0,0,0,0,0,0
784_1_1,0,0,0,0,0,1,0,0,0,0
676_10_3,0,0,0,0,0,1,0,0,0,0
542_5_1,0,0,1,0,0,0,0,0,0,0
27_7_1,0,1,0,0,0,0,0,0,0,0
487_7_1,0,1,0,0,0,0,0,0,0,0
427_2_1,0,0,0,0,0,0,0,1,0,0
527_4_1,0,0,0,0,1,0,0,0,0,0
493_5_1,0,0,0,0,0,0,1,0,0,0
313_5_1,0,0,0,1,0,0,0,0,0,0
764_3_2,0,0,0,0,1,0,0,0,0,0
281_6_1,0,0,0,0,0,0,0,1,0,0
91_6_1,0,0,0,1,0,0,0,0,0,0
390_3_1,0,0,1,0,0,0,0,0,0,0
7_3_1,0,0,0,0,0,1,0,0,0,0
652_7_1,1,0,0,0,0,0,0,0,0,0
111_12_1,0,0,0,0,0,0,0,1,0,0
729_4_2,0,0,0,0,0,1,0,0,0,0
730_3_2,0,0,0,0,1,0,0,0,0,0
65_6_1,0,0,0,0,0,1,0,0,0,0
334_4_1,0,0,0,0,0,1,0,0,0,0
18_4_1,0,0,0,0,0,0,0,1,0,0
334_7_1,0,0,0,0,1,0,0,0,0,0
611_3_1,1,0,0,0,0,0,0,0,0,0
489_2_1,0,0,0,0,0,0,1,0,0,0
694_3_4,0,0,0,0,1,0,0,0,0,0
58_9_1,0,0,0,0,0,1,0,0,0,0
528_6_1,0,0,0,1,0,0,0,0,0,0
479_5_1,0,1,0,0,0,0,0,0,0,0
75_3_1,0,0,1,0,0,0,0,0,0,0
57_3_1,0,0,0,0,1,0,0,0,0,0
420_4_1,0,0,0,0,0,1,0,0,0,0
393_7_1,0,1,0,0,0,0,0,0,0,0
40_1_1,0,1,0,0,0,0,0,0,0,0
711_2_1,0,0,0,0,1,0,0,0,0,0
490_8_2,0,0,0,0,0,0,1,0,0,0
613_3_1,0,0,0,0,1,0,0,0,0,0
57_5_1,0,0,0,0,1,0,0,0,0,0
673_4_1,0,0,0,0,1,0,0,0,0,0
112_3_1,0,0,0,0,0,0,0,1,0,0
443_8_1,0,0,0,0,0,1,0,0,0,0
189_3_1,0,1,0,0,0,0,0,0,0,0
345_7_1,0,0,0,1,0,0,0,0,0,0
780_6_1,0,0,1,0,0,0,0,0,0,0
125_11_1,0,0,0,0,0,1,0,0,0,0
49_6_1,0,0,1,0,0,0,0,0,0,0
292_4_2,0,0,1,0,0,0,0,0,0,0
185_5_1,0,0,0,1,0,0,0,0,0,0
281_2_1,0,0,0,0,0,0,1,0,0,0
780_12_1,0,0,1,0,0,0,0,0,0,0
750_5_1,0,0,0,1,0,0,0,0,0,0
695_6_1,0,0,0,1,0,0,0,0,0,0
703_4_2,0,1,0,0,0,0,0,0,0,0
241_4_1,0,0,0,1,0,0,0,0,0,0
95_7_1,0,0,0,0,1,0,0,0,0,0
756_8_1,0,0,0,0,1,0,0,0,0,0
729_6_1,0,0,0,0,0,1,0,0,0,0
162_6_1,0,0,1,0,0,0,0,0,0,0
768_9_1,0,1,0,0,0,0,0,0,0,0
697_6_1,0,0,0,0,1,0,0,0,0,0
239_5_2,0,0,0,0,1,0,0,0,0,0
573_1_2,0,0,0,0,0,1,0,0,0,0
582_3_5,0,0,0,0,1,0,0,0,0,0
47_1_1,0,0,0,0,1,0,0,0,0,0
243_4_1,0,0,0,0,1,0,0,0,0,0
144_12_1,0,1,0,0,0,0,0,0,0,0
682_8_1,0,0,0,0,1,0,0,0,0,0
471_3_2,0,0,0,0,0,0,1,0,0,0
821_3_1,0,0,0,0,0,0,1,0,0,0
24_8_1,0,0,1,0,0,0,0,0,0,0
529_2_1,0,0,0,0,1,0,0,0,0,0
803_8_1,0,0,0,0,0,1,0,0,0,0
22_7_1,0,0,0,1,0,0,0,0,0,0
489_6_2,0,0,0,1,0,0,0,0,0,0
138_6_1,0,0,0,0,0,1,0,0,0,0
551_7_2,0,0,1,0,0,0,0,0,0,0
628_6_1,1,0,0,0,0,0,0,0,0,0
287_7_1,0,0,1,0,0,0,0,0,0,0
725_12_1,1,0,0,0,0,0,0,0,0,0
812_1_2,0,0,1,0,0,0,0,0,0,0
535_7_1,0,0,0,0,1,0,0,0,0,0
397_8_1,0,0,0,0,1,0,0,0,0,0
146_6_1,0,0,0,0,0,0,1,0,0,0
420_2_1,0,0,0,0,0,1,0,0,0,0
807_7_1,0,1,0,0,0,0,0,0,0,0
480_5_1,0,0,0,1,0,0,0,0,0,0
620_8_1,0,0,0,0,0,1,0,0,0,0
589_4_1,0,0,1,0,0,0,0,0,0,0
208_10_1,0,0,0,1,0,0,0,0,0,0
64_5_1,0,0,0,0,1,0,0,0,0,0
21_7_1,0,0,1,0,0,0,0,0,0,0
361_7_1,0,0,0,0,0,1,0,0,0,0
572_2_1,0,0,0,0,0,1,0,0,0,0
595_3_2,0,0,0,0,0,1,0,0,0,0
561_3_1,0,0,1,0,0,0,0,0,0,0
13_9_1,0,0,1,0,0,0,0,0,0,0
377_1_1,0,0,0,0,0,0,1,0,0,0
494_3_1,0,0,1,0,0,0,0,0,0,0
438_7_1,0,0,0,1,0,0,0,0,0,0
423_3_1,0,0,0,0,1,0,0,0,0,0
220_1_2,0,0,1,0,0,0,0,0,0,0
744_7_2,0,0,0,0,1,0,0,0,0,0
671_4_1,0,0,0,0,1,0,0,0,0,0
208_7_1,0,0,0,1,0,0,0,0,0,0
20_1_1,0,0,1,0,0,0,0,0,0,0
403_7_3,0,0,0,0,0,0,0,1,0,0
311_7_1,0,0,0,1,0,0,0,0,0,0
198_9_3,0,0,0,0,1,0,0,0,0,0
320_4_1,0,0,0,0,1,0,0,0,0,0
338_6_2,0,0,0,1,0,0,0,0,0,0
665_2_1,0,0,1,0,0,0,0,0,0,0
612_2_1,1,0,0,0,0,0,0,0,0,0
752_11_2,0,0,0,1,0,0,0,0,0,0
277_3_1,1,0,0,0,0,0,0,0,0,0
782_8_1,0,0,0,1,0,0,0,0,0,0
487_5_1,0,0,1,0,0,0,0,0,0,0
228_7_1,0,0,0,0,1,0,0,0,0,0
653_4_1,0,1,0,0,0,0,0,0,0,0
483_7_1,0,0,0,0,0,0,1,0,0,0
39_6_1,0,0,1,0,0,0,0,0,0,0
27_5_1,0,0,0,0,1,0,0,0,0,0
542_6_2,0,0,0,0,0,0,1,0,0,0
481_6_1,0,0,0,0,0,0,0,1,0,0
401_1_1,0,0,1,0,0,0,0,0,0,0
62_9_2,0,0,1,0,0,0,0,0,0,0
26_6_1,0,0,0,0,0,1,0,0,0,0
180_5_1,0,0,0,0,1,0,0,0,0,0
142_12_1,0,0,0,0,0,1,0,0,0,0
324_2_1,0,0,1,0,0,0,0,0,0,0
109_6_1,0,0,0,0,0,0,0,1,0,0
39_2_1,0,1,0,0,0,0,0,0,0,0
232_2_1,0,0,0,1,0,0,0,0,0,0
804_8_2,0,0,0,0,0,1,0,0,0,0
249_9_1,0,1,0,0,0,0,0,0,0,0
427_8_1,0,0,1,0,0,0,0,0,0,0
192_8_1,1,0,0,0,0,0,0,0,0,0
106_5_1,0,0,1,0,0,0,0,0,0,0
249_8_1,0,0,0,0,1,0,0,0,0,0
565_9_1,0,0,0,0,0,1,0,0,0,0
559_1_1,0,0,0,1,0,0,0,0,0,0
396_1_1,0,1,0,0,0,0,0,0,0,0
586_12_1,0,0,0,0,0,1,0,0,0,0
193_5_2,0,0,0,0,0,0,0,1,0,0
27_4_1,0,0,0,0,0,1,0,0,0,0
245_11_1,0,0,0,1,0,0,0,0,0,0
644_9_2,0,0,0,0,0,1,0,0,0,0
828_10_2,0,0,0,1,0,0,0,0,0,0
645_10_2,0,0,0,0,0,0,1,0,0,0
422_4_1,0,0,0,0,0,1,0,0,0,0
169_9_2,0,0,0,0,0,0,1,0,0,0
641_9_1,0,0,0,0,0,0,0,0,0,1
637_9_2,0,0,0,0,0,1,0,0,0,0
86_1_1,0,0,0,1,0,0,0,0,0,0
23_6_1,0,1,0,0,0,0,0,0,0,0
794_7_1,0,0,0,0,1,0,0,0,0,0
346_6_1,0,0,1,0,0,0,0,0,0,0
798_8_1,0,0,0,1,0,0,0,0,0,0
35_7_1,0,0,0,0,1,0,0,0,0,0
355_5_1,0,0,0,0,1,0,0,0,0,0
311_4_1,0,0,0,0,1,0,0,0,0,0
37_2_1,0,1,0,0,0,0,0,0,0,0
516_7_1,0,0,0,0,1,0,0,0,0,0
626_1_2,0,0,0,0,1,0,0,0,0,0
125_2_1,0,0,0,0,1,0,0,0,0,0
280_6_1,0,0,0,0,0,0,1,0,0,0
429_6_1,0,0,0,0,1,0,0,0,0,0
710_4_1,0,0,0,0,0,0,0,1,0,0
587_11_2,0,0,0,0,0,0,1,0,0,0
668_3_1,1,0,0,0,0,0,0,0,0,0
340_5_1,0,0,1,0,0,0,0,0,0,0
34_7_1,0,0,0,1,0,0,0,0,0,0
366_11_1,0,0,0,0,1,0,0,0,0,0
686_6_1,0,0,0,0,0,0,1,0,0,0
766_5_2,0,1,0,0,0,0,0,0,0,0
666_6_1,0,1,0,0,0,0,0,0,0,0
14_9_1,0,0,0,0,1,0,0,0,0,0
174_8_2,0,0,0,0,1,0,0,0,0,0
326_2_1,0,1,0,0,0,0,0,0,0,0
28_5_1,0,0,0,1,0,0,0,0,0,0
499_2_1,0,0,0,0,1,0,0,0,0,0
11_4_1,0,0,0,1,0,0,0,0,0,0
110_2_1,0,0,1,0,0,0,0,0,0,0
566_1_1,0,0,0,0,1,0,0,0,0,0
58_7_1,0,0,1,0,0,0,0,0,0,0
732_6_1,0,0,0,0,0,0,0,1,0,0
69_9_1,0,0,0,1,0,0,0,0,0,0
779_7_1,0,0,0,0,0,1,0,0,0,0
576_4_2,0,0,0,0,1,0,0,0,0,0
701_1_2,0,0,0,0,0,1,0,0,0,0
498_1_1,0,0,0,0,1,0,0,0,0,0
785_4_2,0,0,0,0,1,0,0,0,0,0
431_1_2,0,0,1,0,0,0,0,0,0,0
307_8_1,0,0,0,1,0,0,0,0,0,0
292_3_2,0,0,1,0,0,0,0,0,0,0
699_6_1,0,0,0,0,1,0,0,0,0,0
269_4_1,0,0,0,0,0,1,0,0,0,0
654_9_1,0,0,1,0,0,0,0,0,0,0
814_2_1,0,0,0,0,0,1,0,0,0,0
82_4_1,0,0,0,0,1,0,0,0,0,0
89_5_1,0,0,1,0,0,0,0,0,0,0
712_7_1,0,0,0,0,0,0,1,0,0,0
431_3_1,0,0,0,0,1,0,0,0,0,0
366_4_1,0,0,0,0,1,0,0,0,0,0
558_3_1,0,0,1,0,0,0,0,0,0,0
